domain1,tags,tids,xs,tagRatio,xdrRatio,tagDistribute,xdrDistribute,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_main,domain0
qzone.qq.com,162,175,1673,149.9657143,18.30543933,1.080246914,9.56,82.69955348,1158.257831,368633.7143,38560.01195,1,qq.com
sec.qq.com,14,14,60,14,3.266666667,1,4.285714286,310.9078947,99.11764706,6266.928571,1462.283333,1,qq.com
venus.douyucdn.cn,12,12,367,12,0.392370572,1,30.58333333,111.8785889,706.5194726,449575.25,14700.00817,1,douyucdn.cn
edge-mqtt.facebook.com,118,204,2092,68.25490196,19.89292543,1.728813559,10.25490196,76.68357105,40,2404.735294,234.4961759,1,facebook.com
dcsdk.51y5.net,51,53,302,49.0754717,9.301324503,1.039215686,5.698113208,191.0020475,294.7215249,20761.75472,3643.619205,1,51y5.net
setup.icloud.com,34,49,587,23.59183673,4.090289608,1.441176471,11.97959184,86.22335025,1198.11504,723101.4286,60361.10733,1,icloud.com
tracking.yangkeduo.com,17,17,43,17,6.720930233,1,2.529411765,380.3974684,223.6910828,12970.35294,5127.813953,1,yangkeduo.com
acs.youku.com,13,13,151,13,1.119205298,1,11.61538462,193.8011696,260.2229345,104643.5385,9009.046358,1,youku.com
wtlogin1.qq.com,19,19,26,19,13.88461538,1,1.368421053,172.8806818,281.1151079,3658,2673.153846,1,qq.com
p36-ckdatabase.icloud.com,16,21,83,12.19047619,5.313253012,1.3125,3.952380952,141.339895,564.8160622,15510.47619,3924.337349,1,icloud.com
pim1.hicloud.com,16,16,6478,16,0.03951837,1,404.875,116.8089512,384.406096,3252631.313,8033.667953,1,hicloud.com
m.alikunlun.com,30,30,2861,30,0.314575323,1,95.36666667,45.3849929,1330.795621,19697592.97,206545.8892,1,alikunlun.com
fashion.qq.com,11,11,19,11,6.368421053,1,1.727272727,67.00787402,428.4951456,4785.909091,2770.789474,1,qq.com
boxer.baidu.com,82,84,2386,80.04761905,2.957250629,1.024390244,28.4047619,386.4800278,423.0445408,479718.6667,16888.67058,1,baidu.com
s.jpush.cn,128,550,3890,29.78909091,77.76349614,4.296875,7.072727273,209.5436729,372.3988231,3645.84,515.4786632,1,jpush.cn
appara.51y5.net,30,30,127,30,7.086614173,1,4.233333333,197.0036585,191.9064649,10035.3,2370.543307,1,51y5.net
peng.qq.com,141,151,878,131.6622517,25.96924829,1.070921986,5.814569536,70.51875955,1179.692704,231114,39747.39636,1,qq.com
s3.pstatp.com,23,23,102,23,5.18627451,1,4.434782609,62.28458498,980.3088235,43316.78261,9767.509804,1,pstatp.com
openapi.360.cn,42,55,670,32.07272727,4.514925373,1.30952381,12.18181818,114.1109911,83.99698523,12748.56364,1046.523881,1,360.cn
s19.cnzz.com,80,86,493,74.41860465,15.0020284,1.075,5.73255814,86.13504338,600.7761966,37710.32558,6578.271805,1,cnzz.com
push.nearme.com.cn,29,29,543,29,1.548802947,1,18.72413793,51.58540541,46.23127161,10731.24138,573.1233886,1,nearme.com.cn
imge.kugou.com,28,29,218,27.03448276,3.857798165,1.035714286,7.517241379,55.80339268,1264.699797,647807.5172,86176.22936,1,kugou.com
fonts.googleapis.com,17,35,73,8.257142857,16.78082192,2.058823529,2.085714286,173.1476591,361.6126437,13109.57143,6285.410959,1,googleapis.com
mmsns.qpic.cn,415,496,9712,347.2278226,25.33113674,1.195180723,19.58064516,86.13589013,803.0237175,208091.0927,10627.38694,1,qpic.cn
emoticon-sns.iqiyi.com,20,20,112,20,3.571428571,1,5.6,87.18418515,481.1209302,20036.65,3577.973214,1,iqiyi.com
api.facebook.com,75,142,1082,39.61267606,18.63585952,1.893333333,7.61971831,67.97201982,40,1681.211268,220.6395564,1,facebook.com
i.pstatp.com,66,67,942,65.01492537,4.765392781,1.015151515,14.05970149,258.3112595,338.421304,45692.50746,3249.89172,1,pstatp.com
p53-ckdatabase.icloud.com,14,16,51,12.25,5.019607843,1.142857143,3.1875,123.4990329,562.1055409,17305.4375,5429.156863,1,icloud.com
softmgr.qq.com,171,195,1307,149.9538462,29.09334353,1.140350877,6.702564103,61.62282973,1236.497426,276841.6821,41303.84698,1,qq.com
hdns.openspeech.cn,19,21,39,17.19047619,11.30769231,1.105263158,1.857142857,172.6882591,173.0958084,3407.666667,1834.897436,1,openspeech.cn
ucus.ucweb.com,54,56,234,52.07142857,13.4017094,1.037037037,4.178571429,141.7437919,1197.669409,288210.8571,68973.53846,1,ucweb.com
dldir2.qq.com,11,11,68,11,1.779411765,1,6.181818182,52.40968021,1386.902251,5503731.727,890309.5441,1,qq.com
p3a.pstatp.com,74,80,858,68.45,7.459207459,1.081081081,10.725,50.09308839,1341.259585,1346426.325,125540.9161,1,pstatp.com
dc.51y5.net,33,33,376,33,2.896276596,1,11.39393939,218.9829684,185.4650206,30020.9697,2634.819149,1,51y5.net
splashqqlive.gtimg.com,35,36,86,34.02777778,15.06976744,1.028571429,2.388888889,55.99313023,1374.64171,675970.4167,282964.3605,1,gtimg.com
clients4.google.com,100,267,5942,37.45318352,11.9974756,2.67,22.25468165,74.33187893,0,6061.52809,272.3709189,1,google.com
awake-stats.jpush.cn,158,615,7224,40.59186992,52.35672757,3.892405063,11.74634146,153.2544211,393.2990698,49131.23252,4182.683832,1,jpush.cn
wnsmusic.qq.com,22,29,237,16.68965517,3.548523207,1.318181818,8.172413793,119.5478691,140.1628392,13619.37931,1666.506329,1,qq.com
p14-keyvalueservice.icloud.com,33,40,421,27.225,3.800475059,1.212121212,10.525,135.7607828,623.823257,78482.75,7456.793349,1,icloud.com
appdlssl.hicloud.com,17,17,2009,17,0.143852663,1,118.1764706,60.21877413,1379.467088,57375491,485506.8925,1,hicloud.com
v9.pstatp.com,18,18,84,18,3.857142857,1,4.666666667,81.44863388,1052.503061,113355.5,24290.46429,1,pstatp.com
api.xiaomi.com,30,33,270,27.27272727,4.033333333,1.1,8.181818182,230.7513831,460.0652529,54406.45455,6649.677778,1,xiaomi.com
zhidao.baidu.com,28,28,376,28,2.085106383,1,13.42857143,215.9913001,461.8896327,148919,11089.71277,1,baidu.com
cloud.uc.cn,13,13,38,13,4.447368421,1,2.923076923,117.9367089,92.79372197,3741.846154,1280.105263,1,uc.cn
dlied1.qq.com,96,97,1042,95.01030928,9.02975048,1.010416667,10.74226804,59.86037773,1361.427791,2283474.227,212569.0979,1,qq.com
lf6-hscdn-tos.pstatp.com,42,43,246,41.02325581,7.516260163,1.023809524,5.720930233,47.68336079,1359.861168,1157050.628,202248.687,1,pstatp.com
push.ksapisrv.com,21,22,2126,20.04545455,0.227657573,1.047619048,96.63636364,373.1627256,610.5248317,261579.3182,2706.841486,1,ksapisrv.com
norma-external-collect.meizu.com,19,30,856,12.03333333,1.051401869,1.578947368,28.53333333,423.67991,102.5031732,45216.66667,1584.696262,1,meizu.com
p24-fmfmobile.icloud.com,20,24,149,16.66666667,3.865771812,1.2,6.208333333,143.912652,679.8184327,64644.20833,10412.48993,1,icloud.com
securities.eastmoney.com,33,34,304,32.02941176,3.802631579,1.03030303,8.941176471,61.75600792,1259.442599,621715.2941,69533.94737,1,eastmoney.com
qqadapt.qpic.cn,141,149,1660,133.4295302,13.37409639,1.056737589,11.1409396,72.51508471,1181.888678,357471.9463,32086.33735,1,qpic.cn
netmon.360safe.com,12,16,343,9,0.746355685,1.333333333,21.4375,55.40649076,1285.342777,1065277.375,49692.23907,1,360safe.com
hybrid.xiaomi.com,24,25,104,23.04,6.009615385,1.041666667,4.16,113.4317959,466.3146998,22641.88,5442.759615,1,xiaomi.com
mobilelog.kugou.com,42,44,531,40.09090909,3.645951036,1.047619048,12.06818182,138.5334893,117.9790882,17175.77273,1423.227872,1,kugou.com
gds.cnzz.com,42,43,214,41.02325581,8.640186916,1.023809524,4.976744186,147.7850667,255.8167939,16575.65116,3330.621495,1,cnzz.com
photoshare-drcn.hicloud.com,14,14,61,14,3.213114754,1,4.357142857,94.09656652,347.3688119,13156.14286,3019.442623,1,hicloud.com
m.qpic.cn,19,19,148,19,2.439189189,1,7.789473684,77.02117647,1190.02336,148034.8421,19004.47297,1,qpic.cn
iphonesubmissions.apple.com,55,81,133,37.34567901,49.33082707,1.472727273,1.641975309,394.4641221,360.3957644,16292.34568,9922.406015,1,apple.com
wreport.meituan.net,15,28,1576,8.035714286,0.497461929,1.866666667,56.28571429,146.1609515,542.2148832,395073.5,7019.072335,1,meituan.net
imap.163.com,12,12,413,12,0.348668281,1,34.41666667,103.9078416,275.2608439,109871.75,3192.399516,1,163.com
uxip.meizu.com,28,37,2409,21.18918919,0.568285596,1.321428571,65.10810811,312.4714264,160.6019702,157703.2162,2422.174761,1,meizu.com
fusion.qq.com,24,25,80,23.04,7.8125,1.041666667,3.2,104.7976513,349.099903,19037.32,5949.1625,1,qq.com
get.sogou.com,177,255,8487,122.8588235,7.661717922,1.440677966,33.28235294,215.5974492,212.4655748,67340.59608,2023.31236,1,sogou.com
s0.pstatp.com,94,103,1466,85.78640777,7.236698499,1.095744681,14.23300971,60.78547009,1165.111138,433466.2816,30454.99795,1,pstatp.com
d.url.cn,86,89,1100,83.1011236,7.200909091,1.034883721,12.35955056,59.78605072,1310.641798,1167699.36,94477.49364,1,url.cn
ifacelog.iqiyi.com,29,34,321,24.73529412,3.601246106,1.172413793,9.441176471,597.6639466,70.49337748,51148.11765,5417.557632,1,iqiyi.com
wu-calculator.apple.com,13,13,27,13,6.259259259,1,2.076923077,148.5804348,507.7993631,17522.76923,8436.888889,1,apple.com
bdbus-turbonet.baidu.com,45,47,257,43.08510638,8.595330739,1.044444444,5.468085106,91.49673812,314.5528313,15642.14894,2860.626459,1,baidu.com
nfa.jd.com,12,12,129,12,1.11627907,1,10.75,322.0564682,294.0838471,46015.41667,4280.503876,1,jd.com
se.360.cn,17,17,49,17,5.897959184,1,2.882352941,73.62807882,925.4860335,21248.05882,7371.77551,1,360.cn
down-update.qq.com,65,65,693,65,6.096681097,1,10.66153846,62.83620644,1252.040282,577694.7846,54184.93651,1,qq.com
video.qiyi.com,54,69,1958,42.26086957,2.431562819,1.277777778,28.37681159,78.11148822,161.8610535,27974.18841,985.8115424,1,qiyi.com
xp.qpic.cn,88,91,965,85.0989011,8.58134715,1.034090909,10.6043956,75.46675006,1216.249857,390376.6923,36812.72435,1,qpic.cn
gaodeet2-acs.amap.com,18,24,111,13.5,5.189189189,1.333333333,4.625,234.355226,137.2997153,41721.41667,9020.846847,1,amap.com
vip.qq.com,211,232,3706,191.9008621,14.52347545,1.099526066,15.97413793,64.98097138,1256.035844,791160.069,49527.55963,1,qq.com
anangke.taobao.com,113,126,907,101.3412698,17.50385888,1.115044248,7.198412698,173.766213,325.7564314,40627.03968,5643.888644,1,taobao.com
cmtw.yangkeduo.com,47,47,605,47,3.651239669,1,12.87234043,208.8136882,79.09903714,12963.23404,1007.061157,1,yangkeduo.com
snake.oppomobile.com,14,15,105,13.06666667,2.142857143,1.071428571,7,167.1870229,76.23590814,8274.866667,1182.12381,1,oppomobile.com
hzs24.cnzz.com,39,39,306,39,4.970588235,1,7.846153846,165.4788122,417.1448972,44426.05128,5662.143791,1,cnzz.com
zz.bdstatic.com,14,14,65,14,3.015384615,1,4.642857143,81.11822126,234.5326087,23836.78571,5134.076923,1,bdstatic.com
pancake.apple.com,12,15,20,9.6,11.25,1.25,1.333333333,100.6056338,540.7453184,11530.06667,8647.55,1,apple.com
storedl3.nearme.com.cn,15,15,549,15,0.409836066,1,36.6,40.8284798,1320.205405,129466381.4,3537332.825,1,nearme.com.cn
beacon.qq.com,474,562,7469,399.7793594,42.28732093,1.185654008,13.29003559,179.7344167,159.6478638,27711.59431,2085.140715,1,qq.com
ads.oppomobile.com,71,77,983,65.46753247,6.031536114,1.084507042,12.76623377,237.4674822,207.6336255,27123.8961,2124.659207,1,oppomobile.com
alog.umeng.com,267,567,5429,125.7301587,59.21698287,2.123595506,9.574955908,325.4738471,114.5436671,37377.38448,3903.661264,1,umeng.com
cloud.huawei.com,57,58,302,56.01724138,11.13907285,1.01754386,5.206896552,122.2524313,429.112297,20928.68966,4019.417219,1,huawei.com
api.accuweather.com,39,43,716,35.37209302,2.582402235,1.102564103,16.65116279,103.9073774,346.5674645,49972.65116,3001.150838,1,accuweather.com
dldir3.qq.com,123,139,475,108.8417266,40.67578947,1.130081301,3.417266187,42.60644867,1366.514554,2694975.755,788635.0105,1,qq.com
configserver.hicloud.com,25,28,80,22.32142857,9.8,1.12,2.857142857,105.4522472,503.4532374,21517.25,7531.0375,1,hicloud.com
uu.qq.com,462,723,12039,295.219917,43.41963618,1.564935065,16.65145228,287.6952426,110.737914,29701.04149,1783.690755,1,qq.com
cmonitor.iqiyi.com,26,26,512,26,1.3203125,1,19.69230769,111.0835588,190.4715378,31459.42308,1597.548828,1,iqiyi.com
sf6-hscdn-tos.pstatp.com,69,70,433,68.01428571,11.31639723,1.014492754,6.185714286,47.05603586,1345.13118,1136246.786,183688.8568,1,pstatp.com
e12.whatsapp.net,39,62,274,24.53225806,14.02919708,1.58974359,4.419354839,88.04143948,173.8834951,1591.032258,360.0145985,1,whatsapp.net
meta.yangkeduo.com,47,47,921,47,2.398479913,1,19.59574468,222.2122163,107.5176951,24624.93617,1256.647123,1,yangkeduo.com
ls.apple.com,77,132,1092,44.91666667,15.95604396,1.714285714,8.272727273,221.2210648,592.4654157,66688.90909,8061.296703,1,apple.com
api.duapp.com,13,18,53,9.388888889,6.113207547,1.384615385,2.944444444,100.9525862,107.9230769,2392.388889,812.509434,1,duapp.com
m64.xiami.net,31,36,331,26.69444444,3.915407855,1.161290323,9.194444444,49.42296172,1320.016454,3214353.611,349597.3716,1,xiami.net
agps.icancontrol.com,264,8119,137525,8.584308412,479.3176586,30.75378788,16.9386624,61.46495386,621.9764841,2800.343515,165.3225886,1,icancontrol.com
ju.mmstat.com,16,16,38,16,6.736842105,1,2.375,122.9336735,288.690184,8893.9375,3744.815789,1,mmstat.com
api.meizu.com,10,12,476,8.333333333,0.302521008,1.2,39.66666667,164.6128571,229.7460353,151725.1667,3825.004202,1,meizu.com
ts.amap.com,101,171,1617,59.65497076,18.08348794,1.693069307,9.456140351,145.1058472,213.0036072,13022.11696,1377.106988,1,amap.com
mobileap.ctrip.com,22,24,527,20.16666667,1.092979127,1.090909091,21.95833333,172.3508772,335.0455235,29451.58333,1341.248577,1,ctrip.com
grs.hicloud.com,38,39,90,37.02564103,16.9,1.026315789,2.307692308,107.4567742,486.2974138,10813.89744,4686.022222,1,hicloud.com
msg.iqiyi.com,50,57,3166,43.85964912,1.026216045,1.14,55.54385965,170.5896117,114.9501597,78949.80702,1421.395768,1,iqiyi.com
tudg.qq.com,14,17,57,11.52941176,5.070175439,1.214285714,3.352941176,267.018018,318.5191147,19772.82353,5897.157895,1,qq.com
dm.toutiao.com,172,182,4361,162.5494505,7.595505618,1.058139535,23.96153846,187.1004307,791.7750847,489833.7582,20442.50034,1,toutiao.com
market.xiaomi.com,144,176,2633,117.8181818,11.76452716,1.222222222,14.96022727,58.66580457,1341.454141,2810072.239,187836.1998,1,xiaomi.com
chat.xiaomi.net,147,172,1663,125.6337209,17.78953698,1.170068027,9.668604651,155.8681876,181.7338175,17587.13372,1818.993987,1,xiaomi.net
gsas.apple.com,15,18,32,12.5,10.125,1.2,1.777777778,327.9398058,359.6790451,16916,9515.25,1,apple.com
c2cpicdw.qpic.cn,21,21,62,21,7.112903226,1,2.952380952,62.83933788,1162.819536,69962.95238,23697.12903,1,qpic.cn
110.taobao.com,43,44,51,42.02272727,37.96078431,1.023255814,1.159090909,167.6735294,81.57831325,1911.204545,1648.882353,1,taobao.com
g.aaplimg.com,138,249,7589,76.48192771,8.1698511,1.804347826,30.47791165,57.68626505,1340.025225,611340.4458,20058.47556,1,aaplimg.com
healthdata.hicloud.com,43,45,382,41.08888889,5.30104712,1.046511628,8.488888889,165.5849057,423.6988836,46289.6,5452.963351,1,hicloud.com
s0.meituan.com,60,172,32612,20.93023256,0.907150742,2.866666667,189.6046512,187.9229473,310.5370504,313748.4012,1654.750552,1,meituan.com
pim.baidu.com,28,28,225,28,3.484444444,1,8.035714286,117.2215022,974.6530869,208169.0714,25905.48444,1,baidu.com
mam.netease.com,33,35,476,31.11428571,2.573529412,1.060606061,13.6,242.2588141,131.4766939,25093.74286,1845.128151,1,netease.com
s8.url.cn,60,61,238,59.01639344,15.63445378,1.016666667,3.901639344,54.87076199,1334.937528,1214369.213,311245.8908,1,url.cn
fex.bdstatic.com,80,82,859,78.04878049,7.827706636,1.025,10.47560976,48.8258166,1313.727738,3242393.683,309518.3725,1,bdstatic.com
comments.youku.com,32,32,338,32,3.029585799,1,10.5625,158.9911661,383.3048885,41994.125,3975.775148,1,youku.com
p5a.pstatp.com,11,11,35,11,3.457142857,1,3.181818182,49.69661267,1090.174367,69568.27273,21864.31429,1,pstatp.com
p45-contacts.icloud.com,13,15,110,11.26666667,2.045454545,1.153846154,7.333333333,147.8664098,627.1508991,68823.6,9385.036364,1,icloud.com
bdlmfl.120askimages.com,12,12,105,12,1.371428571,1,8.75,79.28525346,1098.289388,238571.5,27265.31429,1,120askimages.com
fr.trip.com,18,20,171,16.2,2.339181287,1.111111111,8.55,205.466951,598.4886858,92857.35,10860.50877,1,trip.com
cloudconfig.googleapis.com,67,185,9156,24.26486486,3.73798602,2.76119403,49.49189189,63.35854556,51.15789474,9426.281081,190.4611184,1,googleapis.com
tvax4.sinaimg.cn,32,42,306,24.38095238,5.764705882,1.3125,7.285714286,58.42480239,1260.505398,493905.9762,67791.01634,1,sinaimg.cn
live.gifshow.com,55,57,6792,53.07017544,0.47835689,1.036363636,119.1578947,315.440823,610.8234058,363403.2456,3049.76222,1,gifshow.com
zhanzhang.baidu.com,18,18,453,18,0.715231788,1,25.16666667,61.2357739,1180.37844,477823.8333,18986.37748,1,baidu.com
st.vivo.com.cn,36,39,206,33.23076923,7.383495146,1.083333333,5.282051282,69.67927369,1351.562672,1149797.718,217680.1505,1,vivo.com.cn
st.keke.cn,29,31,172,27.12903226,5.587209302,1.068965517,5.548387097,126.920362,105.7712707,7611.935484,1371.918605,1,keke.cn
xp.apple.com,77,101,459,58.7029703,22.22440087,1.311688312,4.544554455,191.8350126,391.5859107,20330.86139,4473.675381,1,apple.com
fe.apple-dns.net,107,166,13105,68.96987952,2.10270889,1.551401869,78.94578313,146.068976,599.7832545,583320.3614,7388.872949,1,apple-dns.net
pull.yximgs.com,56,58,5591,54.06896552,0.601681273,1.035714286,96.39655172,48.36930039,1291.51814,12430381.9,128950.4829,1,yximgs.com
captive.apple.com,46,95,382,22.27368421,23.62565445,2.065217391,4.021052632,82.27875059,201.310559,5924.073684,1473.264398,1,apple.com
stat.zuimeitianqi.com,11,11,89,11,1.359550562,1,8.090909091,73.96607774,993.4304678,152388.0909,18834.48315,1,zuimeitianqi.com
vm.gtimg.cn,255,287,2641,226.5679443,31.18856494,1.125490196,9.202090592,62.86229684,1129.229872,262135.4913,28486.51496,1,gtimg.cn
qqmusic.qq.com,59,61,571,57.06557377,6.516637478,1.033898305,9.360655738,45.80032941,1354.732232,2657371.557,283887.3292,1,qq.com
alog.umengcloud.com,20,28,71,14.28571429,11.04225352,1.4,2.535714286,231.4162754,121.9111498,7780.428571,3068.338028,1,umengcloud.com
wx4.sinaimg.cn,38,50,337,28.88,7.418397626,1.315789474,6.74,45.2624162,1369.205708,2836613.14,420862.4837,1,sinaimg.cn
selected.hicloud.com,13,13,53,13,3.188679245,1,4.076923077,97.42474227,491.1330049,18973.15385,4653.792453,1,hicloud.com
vip.iqiyi.com,26,26,391,26,1.728900256,1,15.03846154,102.2168409,515.2341847,64720.26923,4303.649616,1,iqiyi.com
mobile.kugou.com,40,41,256,39.02439024,6.56640625,1.025,6.243902439,68.38071634,1101.210275,207010.0244,33153.94922,1,kugou.com
mse.sogou.com,121,157,842,93.25477707,29.27434679,1.297520661,5.363057325,199.299667,368.097716,16819.90446,3136.252969,1,sogou.com
developer.toutiao.com,126,128,1348,124.03125,12.15430267,1.015873016,10.53125,245.2967506,303.1227857,64395.34375,6114.691395,1,toutiao.com
l-rcd.iqiyi.com,22,22,256,22,1.890625,1,11.63636364,210.0196078,541.5852179,69948.45455,6011.195313,1,iqiyi.com
sz-userver-upaas.uc.cn,44,45,578,43.02222222,3.503460208,1.022727273,12.84444444,92.25326313,125.9399322,36022.64444,2804.531142,1,uc.cn
passport.voicecloud.cn,19,35,64,10.31428571,19.140625,1.842105263,1.828571429,145.0245399,126.0248756,2074.542857,1134.515625,1,voicecloud.cn
mpush.qq.com,139,149,2348,129.6711409,9.45528109,1.071942446,15.75838926,60.00869835,54.92234146,13445.89933,853.2534072,1,qq.com
pic3.qiyipic.com,37,47,821,29.12765957,2.690621194,1.27027027,17.46808511,61.10703076,974.4126936,218546.2128,12511.17174,1,qiyipic.com
serviceproxy.qq.com,46,47,108,45.0212766,20.4537037,1.02173913,2.29787234,87.76631259,80.26741573,1990.574468,866.2685185,1,qq.com
bjim64.jpush.cn,25,61,3915,10.24590164,0.950446999,2.44,64.18032787,52.55066587,51.40386816,31934.11475,497.5685824,1,jpush.cn
gdmf.apple.com,17,17,39,17,7.41025641,1,2.294117647,189.6870748,578.0645161,9605.176471,4186.871795,1,apple.com
api.youku.com,27,27,301,27,2.42192691,1,11.14814815,153.8354978,339.673144,39726.66667,3563.521595,1,youku.com
kwcdn.kuwo.cn,30,38,327,23.68421053,4.415902141,1.266666667,8.605263158,64.87188771,1170.562985,633673.3158,73637.87768,1,kuwo.cn
search.xiaomi.net,12,12,31,12,4.64516129,1,2.583333333,138.2122762,393.8222222,14841.25,5745,1,xiaomi.net
collect-ums.uc.cn,13,13,51,13,3.31372549,1,3.923076923,165.4677419,390.0825397,14976.07692,3817.431373,1,uc.cn
push.hicloud.com,60,60,253,60,14.22924901,1,4.216666667,120.1981447,399.9938033,22611.96667,5362.521739,1,hicloud.com
ss2.baidu.com,70,74,1714,66.21621622,3.194865811,1.057142857,23.16216216,118.380609,754.4580717,589775.1486,25462.87106,1,baidu.com
p31-keyvalueservice.icloud.com,18,21,114,15.42857143,3.868421053,1.166666667,5.428571429,136.3875389,645.3953112,48440.7619,8923.298246,1,icloud.com
cwx.qlogo.cn,413,487,19575,350.2443532,12.11591315,1.179176755,40.19507187,114.0643803,868.5006073,217997.7105,5423.493487,1,qlogo.cn
dpool.sina.com.cn,18,18,77,18,4.207792208,1,4.277777778,76.56888889,145.5910448,4623.833333,1080.896104,1,sina.com.cn
playatoms-pa.googleapis.com,52,163,5317,16.58895706,4.996990784,3.134615385,32.6196319,63.47653642,0,5950.04908,182.4069964,1,googleapis.com
crash.163.com,23,23,311,23,1.70096463,1,13.52173913,149.2521441,378.9185484,31778.30435,2350.163987,1,163.com
mreport.meituan.com,19,19,99,19,3.646464646,1,5.210526316,483.8456057,203.789916,27823.84211,5339.929293,1,meituan.com
pandora.xiaomi.com,25,28,364,22.32142857,2.153846154,1.12,13,111.0446889,380.0651289,41548.32143,3196.024725,1,xiaomi.com
notice.openspeech.cn,103,277,1007,38.29963899,76.19563059,2.689320388,3.635379061,153.2258358,235.4490566,6198.090253,1704.936445,1,openspeech.cn
qq.com,17,19,49,15.21052632,7.367346939,1.117647059,2.578947368,75.96969697,84,965.4736842,374.3673469,1,qq.com
atm.youku.com,49,49,554,49,4.333935018,1,11.30612245,152.1098972,347.1553878,41710.61224,3689.205776,1,youku.com
safe.meizu.com,17,20,112,14.45,3.571428571,1.176470588,5.6,155.4444444,306.3700565,9549.8,1705.321429,1,meizu.com
apilocatesrc.amap.com,44,151,1161,12.82119205,19.63910422,3.431818182,7.688741722,203.5525699,128.7186214,13600.17881,1768.843239,1,amap.com
master.qq.com,168,191,1432,147.7696335,25.47555866,1.136904762,7.497382199,87.95824932,189.8709259,10013.14136,1335.551676,1,qq.com
aeu.alicdn.com,47,49,311,45.08163265,7.720257235,1.042553191,6.346938776,54.05251699,1263.587119,1184098.143,186562.0868,1,alicdn.com
it.snssdk.com,27,27,288,27,2.53125,1,10.66666667,342.4895992,448.2533256,107413.1111,10069.97917,1,snssdk.com
stat.lizhi.fm,233,270,4992,201.0703704,14.60336538,1.158798283,18.48888889,72.82032226,1291.079738,1618442.756,87535.96635,1,lizhi.fm
notice2.line.me,33,60,443,18.15,8.126410835,1.818181818,7.383333333,59.95249406,40,2506,339.4130926,1,line.me
appsupport.qq.com,21,21,85,21,5.188235294,1,4.047619048,349.2097378,128.4420168,16959.04762,4189.882353,1,qq.com
qun.qq.com,19,19,108,19,3.342592593,1,5.684210526,125.3048897,446.6532344,29046.68421,5110.064815,1,qq.com
teg.tencent-cloud.net,11,12,58,10.08333333,2.482758621,1.090909091,4.833333333,121.5012853,77.67765568,5705.833333,1180.517241,1,tencent-cloud.net
doghole.ucweb.com,15,16,38,14.0625,6.736842105,1.066666667,2.375,123.6029777,377.7608696,9629.625,4054.578947,1,ucweb.com
p39-caldav.icloud.com,12,14,74,10.28571429,2.648648649,1.166666667,5.285714286,130.1629802,690.5900735,34820.78571,6587.716216,1,icloud.com
stat.kugou.com,30,32,807,28.125,1.26889715,1.066666667,25.21875,100.3700645,81.91227506,23535.875,933.2688971,1,kugou.com
comm.miui.com,11,11,36,11,3.361111111,1,3.272727273,85.21691176,712.2261905,18423.63636,5629.444444,1,miui.com
pingtas.qq.com,37,38,117,36.02631579,12.34188034,1.027027027,3.078947368,181.2791878,220.4781282,11342.15789,3683.777778,1,qq.com
payrisk.jd.com,47,51,3194,43.31372549,0.814339386,1.085106383,62.62745098,77.03366604,717.7391991,348662.8627,5567.252974,1,jd.com
upfile1.hicloud.com,12,12,31,12,4.64516129,1,2.583333333,103.9299363,577.7839771,37735.16667,14607.16129,1,hicloud.com
afd.baidu.com,35,35,613,35,1.998368679,1,17.51428571,304.9366227,183.8568608,88055.8,5027.655791,1,baidu.com
img5.qiyipic.com,39,47,705,32.36170213,3.133333333,1.205128205,15,55.35642802,1103.078588,309723.2553,20648.21702,1,qiyipic.com
unipay.qq.com,58,60,448,56.06666667,8.035714286,1.034482759,7.466666667,154.9832823,340.6187,25603.25,3429.006696,1,qq.com
gchat.qpic.cn,125,133,7746,117.481203,2.283630261,1.064,58.2406015,103.6297592,990.669451,506028.8647,8688.592693,1,qpic.cn
sdk.jiguang.cn,54,117,154,24.92307692,88.88961039,2.166666667,1.316239316,108.0446137,93.65756824,1493.854701,1134.941558,1,jiguang.cn
1.url.cn,92,94,919,90.04255319,9.614798694,1.02173913,9.776595745,81.05878582,1174.019193,277655.7234,28400.04135,1,url.cn
gw.alicdn.com,72,75,702,69.12,8.012820513,1.041666667,9.36,51.00866013,1191.519064,1608804.76,171880.8504,1,alicdn.com
photoshare1.hicloud.com,42,45,266,39.2,7.612781955,1.071428571,5.911111111,102.8032089,388.5493388,32439.84444,5487.943609,1,hicloud.com
awp-assets.meituan.net,29,30,174,28.03333333,5.172413793,1.034482759,5.8,93.09062694,654.7528632,41206.8,7104.62069,1,meituan.net
ws.yangkeduo.com,39,39,296,39,5.138513514,1,7.58974359,63.99286754,119.6486278,35082.66667,4622.378378,1,yangkeduo.com
p2.pstatp.com,14,14,42,14,4.666666667,1,3,107.9107981,723.5790816,23543.78571,7847.928571,1,pstatp.com
vac.gtimg.cn,42,42,170,42,10.37647059,1,4.047619048,58.61314439,1309.689557,507008.2857,125260.8706,1,gtimg.cn
acc.qq.com,61,64,5160,58.140625,0.79379845,1.049180328,80.625,212.0162216,403.9620886,209317.2656,2596.18314,1,qq.com
sdk-open-phone.getui.com,141,232,3367,85.69396552,15.98574399,1.645390071,14.51293103,315.4416724,117.3151292,19795.45259,1363.987229,1,getui.com
wa.qq.com,139,157,1858,123.0636943,13.2664155,1.129496403,11.8343949,62.46302864,1253.493439,611708.3503,51689.02637,1,qq.com
