Cluster, Domain, DomianType
Cluster 0, cloudvechile.com, -1
Cluster 0, xsagps.com, 1
Cluster 0, oemeoapi.com, -1
Cluster 0, umlgps.com, 1
Cluster 0, ymwlw.com, 1
Cluster 0, ihicare.com, 1
Cluster 0, smartshared.cn, 1
Cluster 0, wpart.cn, -1
Cluster 0, xingdataxi.com, 1
Cluster 0, larcloud.com, -1
Cluster 0, cloudapp.net, -1
Cluster 0, mihuier.com.cn, -1
Cluster 0, gps889.com, 1
Cluster 0, gpsime.net, 1
Cluster 0, veioo.cn, -1
Cluster 0, imibaby.net, 1
Cluster 0, hicp.net, -1
Cluster 0, safecenter.com, -1
Cluster 0, fun.tv, -1
Cluster 0, szchuzhong.com, 1
Cluster 0, adonging.com, 1
Cluster 0, chengduhuanxingshan.com, -1
Cluster 0, solarmandata.com, -1
Cluster 0, id1.cn, -1
Cluster 0, teekart.com, 1
Cluster 0, remoteupdate.cn, -1
Cluster 0, miaofutech.com, 1
Cluster 0, giantcontrol.net, 1
Cluster 0, dftcmedia.com, 1
Cluster 0, zhizongiot.com, 1
Cluster 0, sharesdk.cn, -1
Cluster 0, keke.cn, 0
Cluster 0, mo-huan.com, 1
Cluster 0, solar365.cn, 1
Cluster 0, e-bus.cc, 1
Cluster 0, aslk.me, -1
Cluster 0, adups.com, 0
Cluster 0, duowan.com, -1
Cluster 0, fairsense.cn, 1
Cluster 0, lbszd.com, -1
Cluster 0, fzyjch.com, -1
Cluster 0, google.com.hk, -1
Cluster 0, rcc086.com, 1
Cluster 0, ebeiben.com, -1
Cluster 0, 350gps.cn, 1
Cluster 0, rtlscn.com, 1
Cluster 0, insentek.com, 1
Cluster 0, allseller.cn, 1
Cluster 0, sankuai.com, 1
Cluster 0, 4sjzfw.net, 1
Cluster 0, epowerplat.com, 1
Cluster 0, tecsys.cn, 1
Cluster 0, i-carlink.cn, -1
Cluster 0, line.me, 0
Cluster 0, 17carlife.com, -1
Cluster 0, okii.com, 1
Cluster 0, cldpower.com, -1
Cluster 0, yunfandns.com, -1
Cluster 0, tango.me, -1
Cluster 0, liugong.com, 1
Cluster 0, weiapp.co, -1
Cluster 0, ubi001.com, 1
Cluster 0, cama-e.com, 1
Cluster 0, kaifakuai.com, 1
Cluster 0, duapp.com, 0
Cluster 0, gpsisd.com, 1
Cluster 0, u-cloud.cn, 1
Cluster 0, e-chong.com, 1
Cluster 0, oray.net, -1
Cluster 0, skynetm2m.com, 1
Cluster 0, gpsjm.com, 1
Cluster 0, queclocator.com, -1
Cluster 0, chintps.com, 1
Cluster 0, jiepos.com, 1
Cluster 0, 4008117117.com, 0
Cluster 1, qlogo.cn, 0
Cluster 1, qpic.cn, 0
Cluster 2, qq.com, 0
Cluster 3, ofo.so, 1
Cluster 4, xqchuxing.com, -1
Cluster 4, gghypt.net, 0
Cluster 4, mobike.com, 1
Cluster 5, ungps.com, 1
Cluster 5, icloud-content.com, -1
Cluster 5, diditaxi.com.cn, -1
Cluster 5, qiniu.com, 1
Cluster 6, itc.cn, -1
Cluster 6, meitudata.com, -1
Cluster 6, fbcdn.net, -1
Cluster 6, c-ctrip.com, -1
Cluster 6, zhibo8.cc, -1
Cluster 6, 360safe.com, -1
Cluster 6, bizport.cn, -1
Cluster 6, aaplimg.com, 0
Cluster 6, 25pp.com, -1
Cluster 6, qufenqi.com, -1
Cluster 6, vpimg4.com, -1
Cluster 6, mifile.cn, -1
Cluster 6, weibo.com, -1
Cluster 6, qyer.com, -1
Cluster 6, naver.net, -1
Cluster 6, yystatic.com, -1
Cluster 6, 160.com, -1
Cluster 6, 71edge.com, -1
Cluster 6, etouch.cn, -1
Cluster 6, ceair.com, 1
Cluster 6, daumcdn.net, -1
Cluster 6, cmcm.com, -1
Cluster 6, jeppesen.com, -1
Cluster 6, n0808.com, -1
Cluster 6, douguo.net, -1
Cluster 6, 1sapp.com, -1
Cluster 6, ireader.com, -1
Cluster 6, qingcdn.com, -1
Cluster 6, hoopchina.com.cn, -1
Cluster 6, vmallres.com, -1
Cluster 6, km.com, -1
Cluster 6, msstatic.com, -1
Cluster 6, 360kan.com, 0
Cluster 6, kuwo.cn, 0
Cluster 6, xiami.com, -1
Cluster 6, qnssl.com, -1
Cluster 6, kascend.com, -1
Cluster 6, msftncsi.com, -1
Cluster 6, alikunlun.com, 0
Cluster 6, xiaomi.cn, -1
Cluster 6, dengyanyu.com, -1
Cluster 6, flyasiana.com, -1
Cluster 6, cibntv.net, -1
Cluster 6, ksyuncdn.com, -1
Cluster 6, kunlunpi.com, -1
Cluster 6, cloudfront.net, -1
Cluster 6, xmcdn.com, 0
Cluster 6, uczzd.cn, -1
Cluster 6, unity3d.com, -1
Cluster 6, ykimg.com, -1
Cluster 6, wsglb0.com, -1
Cluster 6, ourdvs.com, -1
Cluster 6, didapinche.com, -1
Cluster 6, ludashi.com, -1
Cluster 6, ixiguavideo.com, -1
Cluster 6, dianhua.cn, -1
Cluster 6, 11222.cn, -1
Cluster 6, 4sqi.net, -1
Cluster 6, dwstatic.com, -1
Cluster 6, pstatic.net, 0
Cluster 6, igetget.com, -1
Cluster 6, panda.tv, -1
Cluster 6, huanqiu.com, -1
Cluster 6, didialift.com, -1
Cluster 6, sm-tc.cn, -1
Cluster 6, dbankcdn.com, -1
Cluster 6, vungle.cn, -1
Cluster 6, miaopai.com, -1
Cluster 6, loveota.com, -1
Cluster 6, mi-img.com, -1
Cluster 6, pptv.com, -1
Cluster 6, wifi8.com, -1
Cluster 6, guahao.cn, -1
Cluster 6, 126.net, 0
Cluster 6, wsdvs.com, -1
Cluster 6, sinajs.cn, -1
Cluster 6, kunlunle.com, -1
Cluster 6, imxingzhe.com, -1
Cluster 6, yidianzixun.com, -1
Cluster 6, woewr.cn, -1
Cluster 6, jdcdn.com, -1
Cluster 6, go2yd.com, -1
Cluster 6, myzaker.com, -1
Cluster 6, lenovo.com.cn, -1
Cluster 6, cnitcloud.com, -1
Cluster 6, dnsv1.com, -1
Cluster 6, zol-img.com.cn, -1
Cluster 6, gpsonextra.net, 0
Cluster 6, babytreeimg.com, -1
Cluster 6, sczsie.com, -1
Cluster 6, gvt1.com, -1
Cluster 6, hellobanma.com, -1
Cluster 6, shangz99991.com, 1
Cluster 6, toastoven.net, -1
Cluster 6, hdslb.com, -1
Cluster 6, feidee.com, -1
Cluster 6, aiyounet.cn, -1
Cluster 6, letvimg.com, -1
Cluster 6, kwimgs.com, -1
Cluster 6, bilibili.com, -1
Cluster 6, windowsupdate.com, 0
Cluster 6, wgewj.cn, -1
Cluster 6, nearme.com.cn, 0
Cluster 6, dpfile.com, -1
Cluster 6, sina.cn, 0
Cluster 6, hubpd.com, -1
Cluster 6, flxdns.com, -1
Cluster 6, haiwainet.cn, -1
Cluster 6, kunlunhuf.com, -1
Cluster 6, smtcdns.com, -1
Cluster 6, akamai.net, 0
Cluster 6, microsoft.com, -1
Cluster 6, kaspersky.com, -1
Cluster 6, bcebos.com, -1
Cluster 6, bytecdn.cn, -1
Cluster 6, smucdn.com, -1
Cluster 6, aipai.com, -1
Cluster 7, amazonaws.com, 0
Cluster 7, akadns.net, 1
Cluster 7, huoshan.com, -1
Cluster 8, yximgs.com, 0
Cluster 8, etoote.com, 1
Cluster 8, ixigua.com, -1
Cluster 9, yocaly.com, 1
Cluster 9, fengkongcloud.com, -1
Cluster 9, sunlongbus.com, -1
Cluster 9, zookingsoft.com, -1
Cluster 9, analysys.cn, -1
Cluster 9, amplitude.com, -1
Cluster 9, dingtalk.com, 0
Cluster 9, upqzfile.com, -1
Cluster 9, iclick.com.cn, -1
Cluster 9, klclear.com, -1
Cluster 9, hiido.com, -1
Cluster 9, xsgps.com, -1
Cluster 10, alibabadns.com, 0
Cluster 10, irs01.com, 1
Cluster 10, mmstat.com, 0
Cluster 10, getui.net, 0
Cluster 10, cmpassport.com, 1
Cluster 10, sogou.com, 0
Cluster 10, xiaomi.net, 0
Cluster 10, taobao.com, 0
Cluster 10, umeng.com, 0
Cluster 10, alipay.com, 1
Cluster 10, facebook.com, 0
Cluster 10, mi-idc.com, -1
Cluster 10, shifen.com, 0
Cluster 11, lizhi.fm, 0
Cluster 11, bdstatic.com, 0
Cluster 11, ugdtimg.com, -1
Cluster 11, vivo.com.cn, 0
Cluster 11, myapp.com, 0
Cluster 11, sinaimg.cn, 0
Cluster 11, jomodns.com, -1
Cluster 11, snssdk.com, 0
Cluster 11, alicdn.com, 0
Cluster 11, xcarimg.com, -1
Cluster 11, youku.com, 0
Cluster 11, pstatp.com, 0
Cluster 11, netease.com, 0
Cluster 12, ttbike.com.cn, 1
Cluster 12, ankerjiedian.com, 1
Cluster 12, 99bicycle.com, 1
Cluster 13, googlesyndication.com, -1
Cluster 13, google.com, -1
Cluster 13, newrelic.com, -1
Cluster 13, zt-express.com, -1
Cluster 13, uncentury.com, -1
Cluster 13, zenlane.com, 1
Cluster 13, duapps.com, -1
Cluster 13, 70mai.com.cn, 1
Cluster 13, zcdsp.com, 0
Cluster 13, zol.com.cn, -1
Cluster 13, matocloud.com, -1
Cluster 13, eastmoney.com, 0
Cluster 13, hitv.com, -1
Cluster 13, samsungfeed.com, -1
Cluster 13, 99.com.cn, -1
Cluster 13, xxhszx.com, -1
Cluster 13, outlook.com, -1
Cluster 13, aliyuncs.com, 0
Cluster 13, kugou.net, -1
Cluster 13, zjs.com.cn, 1
Cluster 13, yahoo.com, -1
Cluster 13, icbc.com.cn, 1
Cluster 13, samsungcard.com, -1
Cluster 13, 10jqka.com.cn, -1
Cluster 13, appvipshop.com, -1
Cluster 13, xuanmo.me, -1
Cluster 13, techtotop.com, -1
Cluster 13, kakao.com, -1
Cluster 13, googleapis.com, 0
Cluster 13, google-analytics.com, -1
Cluster 13, kt.com, -1
Cluster 13, ztjystore.cn, -1
Cluster 13, douyu.com, -1
Cluster 13, qiku.com, 1
Cluster 13, samsungosp.com, -1
Cluster 13, wpsmail.net, -1
Cluster 13, rayjump.com, -1
Cluster 13, zsouth.com, -1
Cluster 13, wsds.cn, -1
Cluster 13, easemob.com, -1
Cluster 13, office.com, -1
Cluster 13, skybluead.com, -1
Cluster 13, abchina.com, 1
Cluster 13, yjs-cdn.com, -1
Cluster 13, fastlinkchina.com, 1
Cluster 13, ecitic.com, -1
Cluster 13, 189.cn, 1
Cluster 13, demdex.net, -1
Cluster 13, nate.com, -1
Cluster 13, kuaishou.com, -1
Cluster 13, doubleclick.net, -1
Cluster 13, ulmon.com, -1
Cluster 13, qstaxi.net, -1
Cluster 13, youzan.com, -1
Cluster 13, ijinshan.com, -1
Cluster 13, tl88.net, -1
Cluster 13, 8g.cn, 1
Cluster 13, nshc.net, -1
Cluster 13, thsi.cn, -1
Cluster 13, meitu.com, -1
Cluster 13, cmread.com, -1
Cluster 13, flyme.cn, -1
Cluster 13, autonavi.com, 0
Cluster 13, bing.net, -1
Cluster 13, sto.cn, -1
Cluster 13, dingyueads.com, -1
Cluster 13, fanxing.com, -1
Cluster 13, weather.com, -1
Cluster 13, sunmi.com, 1
Cluster 13, u-blox.com, -1
Cluster 13, ahnlab.com, -1
Cluster 13, ntalker.com, -1
Cluster 13, googleadservices.com, -1
Cluster 13, googleadsserving.cn, -1
Cluster 13, snow.me, -1
Cluster 13, car-cloud.org, -1
Cluster 13, live.com, -1
Cluster 13, adfuture.cn, -1
Cluster 13, haosou.com, -1
Cluster 13, xcar.com.cn, -1
Cluster 13, 3566ad.com, -1
Cluster 13, iboxpay.com, 1
Cluster 13, immomo.com, -1
Cluster 13, dayu.com, -1
Cluster 13, itunes.com, -1
Cluster 13, china.cn, -1
Cluster 13, didistatic.com, 1
Cluster 13, kingsoft-office-service.com, -1
Cluster 13, baiduyundns.com, -1
Cluster 13, taobaocdn.com, -1
Cluster 13, diatiantian.com, -1
Cluster 13, taboola.com, -1
Cluster 13, taopiaopiao.com, -1
Cluster 13, mafengwo.net, -1
Cluster 13, qhimg.com, -1
Cluster 13, moatads.com, -1
Cluster 13, wkanx.com, -1
Cluster 13, dunamu.com, -1
Cluster 13, zampdsp.com, -1
Cluster 13, 2345.com, -1
Cluster 13, qidian.com, -1
Cluster 13, cdninstagram.com, -1
Cluster 13, starpos.com.cn, 1
Cluster 13, keycoin.cn, -1
Cluster 13, ksmobile.net, -1
Cluster 13, samqaicongen.com, -1
Cluster 13, dfcfw.com, -1
Cluster 13, wni.com, -1
Cluster 13, swiftpass.cn, 1
Cluster 13, bing.com, -1
Cluster 13, icancontrol.com, 0
Cluster 13, okcashbag.com, -1
Cluster 13, youzanyun.com, -1
Cluster 13, gitv.tv, -1
Cluster 13, ilinkn.com, 1
Cluster 13, tanwan.com, 0
Cluster 13, 10086.cn, -1
Cluster 13, tenpay.com, -1
Cluster 13, msedge.net, -1
Cluster 13, ccb.com.cn, 1
Cluster 13, yunos.com, 0
Cluster 13, openluat.com, 0
Cluster 13, happyelements.cn, 0
Cluster 13, entrust.net, -1
Cluster 13, gnss-aide.com, -1
Cluster 13, ucweb.com, 0
Cluster 13, sfx.ms, -1
Cluster 13, dable.io, -1
Cluster 13, flipboard.com, -1
Cluster 13, cloudmobi.net, -1
Cluster 13, 58.com, 0
Cluster 13, muwuya.com, -1
Cluster 13, or.kr, -1
Cluster 13, chinanetcenter.com, -1
Cluster 13, yy.com, 0
Cluster 13, 51taifu.com, -1
Cluster 13, daum.net, -1
Cluster 13, fuiou.com, 1
Cluster 13, skype.com, -1
Cluster 13, trip.com, 0
Cluster 13, msn.com, -1
Cluster 13, heweather.com, -1
Cluster 13, sf-express.com, 1
Cluster 13, samsungiotcloud.cn, -1
Cluster 13, nheos.com, -1
Cluster 13, meibu.net, -1
Cluster 13, wizarview.cn, -1
Cluster 13, gzlzfm.com, -1
Cluster 14, co.kr, -1
Cluster 14, bldimg.com, 0
Cluster 14, batmobi.net, -1
Cluster 15, gentags.net, -1
Cluster 15, tmall.com, -1
Cluster 15, adnxs.com, -1
Cluster 15, so.com, -1
Cluster 15, googletagmanager.com, -1
Cluster 15, inmobi.com, -1
Cluster 15, appsflyer.com, -1
Cluster 15, app-measurement.com, -1
Cluster 15, growingio.com, -1
Cluster 15, ctrip.com, -1
Cluster 15, tongdun.net, -1
Cluster 15, lakala.com, 1
Cluster 15, weibo.cn, -1
Cluster 15, dianping.com, 0
Cluster 15, bydauto.com.cn, 1
Cluster 15, hotmail.com, -1
Cluster 15, symcd.com, -1
Cluster 15, co.jp, -1
Cluster 15, networkbench.com, -1
Cluster 15, webterren.com, -1
Cluster 15, chcedo.com, -1
Cluster 15, iqiyi.com, 0
Cluster 15, alibaba-inc.com, -1
Cluster 15, duokanbox.com, -1
Cluster 15, audi-connect.cn, 1
Cluster 15, reachmax.cn, -1
Cluster 15, openspeech.cn, 0
Cluster 15, criteo.com, -1
Cluster 15, xunlei.com, -1
Cluster 15, 51y5.net, 0
Cluster 15, appnxt.net, -1
Cluster 15, jpush.cn, 0
Cluster 15, huawei.com, 0
Cluster 15, landicorp.com, -1
Cluster 15, tencent-cloud.net, 0
Cluster 15, hexin.cn, -1
Cluster 15, teddymobile.cn, -1
Cluster 15, 99bill.com, 1
Cluster 15, jpush.io, 0
Cluster 15, meituan.com, 0
Cluster 15, vip.com, -1
Cluster 15, 3.cn, -1
Cluster 15, wangpos.com, 1
Cluster 15, ifeng.com, -1
Cluster 15, moji.com, -1
Cluster 15, yundasys.com, 1
Cluster 15, tencentmind.com, -1
Cluster 15, gridsumdissector.com, -1
Cluster 15, branch.io, -1
Cluster 15, neixin.cn, 1
Cluster 15, mediav.com, -1
Cluster 15, vmall.com, 0
Cluster 15, widerplanet.com, -1
Cluster 15, miaozhen.com, -1
Cluster 15, canonical.com, -1
Cluster 15, crashlytics.com, -1
Cluster 15, aliyun-inc.com, -1
Cluster 15, tencentclb.com, -1
Cluster 15, getui.com, 0
Cluster 15, zhuishushenqi.com, -1
Cluster 15, aispeech.com, -1
Cluster 15, admaster.com.cn, -1
Cluster 15, miui.com, 0
Cluster 15, pp.cn, -1
Cluster 15, abeacon.com, -1
Cluster 15, fxltsbl.com, -1
Cluster 15, baifubao.com, -1
Cluster 15, qcloud.com, -1
Cluster 15, mobileapptracking.com, -1
Cluster 15, unimarspay.com, 1
Cluster 15, meizu.com, 0
Cluster 15, shuqireader.com, -1
Cluster 15, xdrig.com, -1
Cluster 15, nuomi.com, -1
Cluster 15, jd.com, 0
Cluster 15, shuzilm.cn, -1
Cluster 15, ucloudlink.com, 1
Cluster 15, pinduoduo.com, -1
Cluster 15, samsung.com, -1
Cluster 15, voicecloud.cn, 0
Cluster 15, zhihu.com, -1
Cluster 15, netease.im, -1
Cluster 15, sina.com.cn, 0
Cluster 15, amazonaws.com.cn, 0
Cluster 15, ksosoft.com, -1
Cluster 15, mopub.com, -1
Cluster 15, appjiagu.com, -1
Cluster 15, sm.cn, -1
Cluster 15, qchannel01.cn, -1
Cluster 15, avlyun.com, -1
Cluster 15, udache.com, -1
Cluster 15, sohu.com, 0
Cluster 15, tanx.com, -1
Cluster 15, toutiaocdn.cn, -1
Cluster 15, gifshow.com, 0
Cluster 15, cnzz.com, 0
Cluster 15, bianlifeng.com, 1
Cluster 15, uczzd.net, 1
Cluster 15, mi.com, 0
Cluster 15, cootekservice.com, 0
Cluster 15, alipaylog.com, -1
Cluster 15, ele.me, 0
Cluster 15, accuweather.com, 0
Cluster 15, gongxiangchongdianbao.org, -1
Cluster 15, ximalaya.com, -1
Cluster 15, adjust.com, -1
Cluster 15, digicert.com, -1
Cluster 15, alimama.com, -1
Cluster 15, skplanet.com, -1
Cluster 15, dzdas.net, -1
Cluster 15, midrive.com.cn, 1
Cluster 15, apple.cn, -1
Cluster 15, mob.com, 1
Cluster 15, apple-dns.net, 0
Cluster 15, qianxun.com, -1
Cluster 15, umengcloud.com, 0
Cluster 15, cmbchina.com, -1
Cluster 15, zebred.com, 1
Cluster 15, aliapp.org, -1
Cluster 15, ksapisrv.com, 0
Cluster 15, easytomessage.com, -1
Cluster 15, kunlunca.com, -1
Cluster 15, flurry.com, -1
Cluster 15, oupeng.com, -1
Cluster 15, qchannel03.cn, -1
Cluster 15, igexin.com, 0
Cluster 15, 51.la, -1
Cluster 15, z3.cn, -1
Cluster 15, 163.com, 0
Cluster 15, 360.cn, 0
Cluster 15, ebanma.com, 1
Cluster 15, ksmobile.com, 1
Cluster 15, alibaba.com, -1
Cluster 15, tencent-cloud.com, -1
Cluster 15, cainiao.com, -1
Cluster 15, lenovomm.com, 0
Cluster 15, youdao.com, -1
Cluster 16, 120askimages.com, -1
Cluster 16, 365yg.com, -1
Cluster 16, ljcdn.com, -1
Cluster 16, cdngc.net, 0
Cluster 16, gccdn.net, -1
Cluster 16, qktoutiao.com, -1
Cluster 16, iesdouyin.com, 0
Cluster 16, office365.com, -1
Cluster 16, youni.im, -1
Cluster 16, suning.com, -1
Cluster 16, inke.cn, -1
Cluster 16, xiaohongshu.com, -1
Cluster 16, zuimeitianqi.com, -1
Cluster 16, sbixby.com, -1
Cluster 16, 4399.com, -1
Cluster 16, izatcloud.net, 0
Cluster 16, bdimg.com, 0
Cluster 16, uuuo.com, -1
Cluster 16, weather.com.cn, -1
Cluster 16, zto.cn, 1
Cluster 16, xywy.com, -1
Cluster 16, bdydns.com, -1
Cluster 16, maiyaole.com, -1
Cluster 16, zhimg.com, -1
Cluster 16, ks-cdn.com, -1
Cluster 16, mgtv.com, 0
Cluster 16, 00cdn.com, -1
Cluster 16, ccgslb.com.cn, -1
Cluster 16, idqqimg.com, -1
Cluster 16, pconline.com.cn, -1
Cluster 16, qiyipic.com, 0
Cluster 16, wps.cn, -1
Cluster 16, 1234567.com.cn, -1
Cluster 16, qhres.com, -1
Cluster 16, baidustatic.com, -1
Cluster 16, qhimgs3.com, -1
Cluster 16, baozoukanshu.com, -1
Cluster 16, kugou.com, 0
Cluster 16, gionee.com, -1
Cluster 16, kgimg.com, -1
Cluster 16, qhcdn.com, -1
Cluster 16, momocdn.com, -1
Cluster 16, amemv.com, -1
Cluster 16, gmw.cn, -1
Cluster 16, dongtu.com, -1
Cluster 16, oppomobile.com, 0
Cluster 16, meituan.net, 0
Cluster 16, akamaiedge.net, -1
Cluster 16, uc.cn, 0
Cluster 16, elemecdn.com, -1
Cluster 16, ourglb0.com, -1
Cluster 16, quanmin.tv, -1
Cluster 16, tingyun.com, -1
Cluster 16, xiami.net, 0
Cluster 16, icloud.com, 0
Cluster 16, alikunlun.net, -1
Cluster 16, apple.com, 0
Cluster 16, alipayobjects.com, -1
Cluster 16, mipcdn.com, -1
Cluster 16, autohome.com.cn, -1
Cluster 16, ad-brix.com, -1
Cluster 16, corp3g.cn, -1
Cluster 16, coloros.com, -1
Cluster 16, samsungapps.com, -1
Cluster 16, duba.com, -1
Cluster 16, xiaomi.com, 0
Cluster 16, wpscdn.cn, -1
Cluster 16, 360buyimg.com, -1
Cluster 16, game-mode.net, -1
Cluster 16, ifengimg.com, -1
Cluster 16, bookapi.cn, -1
Cluster 16, navercdn.com, 0
Cluster 16, kingsoft.com, -1
Cluster 16, here.com, -1
Cluster 16, qingting.fm, 0
Cluster 16, weiyun.com, -1
Cluster 16, myqcloud.com, -1
Cluster 16, jinshuju.net, -1
Cluster 16, ccb.com, 1
Cluster 16, glpals.com, -1
Cluster 16, carcdn.com, -1
Cluster 16, 58cdn.com.cn, -1
Cluster 16, 360kad.com, -1
Cluster 16, cmcc-cs.cn, 1
Cluster 16, 500.com, -1
Cluster 16, 127.net, 0
Cluster 16, 17u.cn, -1
Cluster 16, cjyun.org, -1
Cluster 16, ourwebpic.com, -1
Cluster 16, txslicai.com, -1
Cluster 16, douyucdn.cn, 0
Cluster 16, duokan.com, -1
Cluster 16, chinamobile.com, -1
Cluster 16, yangkeduo.com, 0
Cluster 16, appsimg.com, -1
Cluster 16, udesk.cn, -1
Cluster 16, trendmicro.com, -1
Cluster 16, mzstatic.com, -1
Cluster 16, baiducontent.com, 0
Cluster 16, hicloud.com, 0
Cluster 17, gps903.net, 1
Cluster 17, zemt.cn, 1
Cluster 17, naveco.com.cn, 1
Cluster 17, w1501.com, -1
Cluster 17, qmail.com, -1
Cluster 17, mplink.cn, 1
Cluster 17, intestdriver.com, 0
Cluster 17, hangtu-china.com, 1
Cluster 17, rdbtech.cn, -1
Cluster 17, xiaojukeji.com, 1
Cluster 17, iandun.com, 1
Cluster 17, 360qws.cn, -1
Cluster 18, alipaydns.com, 0
Cluster 18, amap.com, 0
Cluster 18, bytedns.net, 0
Cluster 18, tbcache.com, 0
Cluster 18, toutiao.com, 0
Cluster 18, baidu.com, 0
Cluster 18, servicewechat.com, -1
Cluster 19, samsungcloud.com, 0
Cluster 19, naver.com, 0
Cluster 20, kakaocdn.net, -1
Cluster 20, huya.com, -1
Cluster 20, mediatek.com, 0
Cluster 21, url.cn, 0
Cluster 21, gtimg.com, 0
Cluster 21, gtimg.cn, 0
